ID,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54,Item55,Item56,Item57,Item58,Item59,Item60,Item61,Item62,Item63,Item64,Item65,Item66,Item67,Item68,Item69,Item70,Item71,Item72,Item73,Item74,Item75,Item76,Item77,Item78,Item79,Item80,Item81,Item82,Item83,Item84,Item85,Item86,Item87,Item88,Item89,Item90,Item91,Item92
4641,C,E,D,B,E,E,B,E,A,A,E,D,A,A,D,B,D,A,C,A,A,A,B,C,A,C,A,B,E,D,B,E,B,2,2,A,D,2,D,E,B,E,C,B,E,2,D,A,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,E,2,D,C,A,B,2,E,A,2,2,2,2,E
4642,C,E,D,B,E,D,E,D,C,B,D,D,A,C,D,A,D,D,D,D,B,D,A,C,D,B,A,C,E,C,D,C,B,E,A,D,C,A,C,D,C,A,A,A,E,C,C,D,C,E,D,B,C,E,B,A,B,E,B,E,B,B,A,B,D,B,D,D,D,B,E,D,B,A,B,C,B,E,D,E,B,A,B,A,C,E,C,D,D,D,D,D
4643,C,E,D,B,E,B,E,D,A,E,C,B,B,C,D,B,D,D,C,C,C,C,C,C,E,B,A,E,E,E,D,B,E,B,E,D,C,B,E,D,C,C,C,B,B,B,C,A,D,E,E,E,C,E,B,A,B,E,B,E,E,E,A,B,B,B,C,C,E,A,E,D,B,C,B,B,B,B,B,B,B,C,C,C,C,B,B,E,E,D,D,D
4644,C,E,D,A,E,C,E,D,C,B,D,C,C,C,B,B,E,E,A,B,C,D,E,A,A,B,D,E,E,D,C,D,A,D,B,C,A,D,E,B,C,A,C,D,A,B,B,D,B,C,B,E,E,A,A,B,E,B,B,E,B,D,A,C,B,E,B,C,D,D,B,A,E,C,A,B,C,A,E,D,B,A,B,D,C,E,A,A,D,D,C,2
4645,C,E,C,B,E,B,C,D,C,D,A,B,B,D,2,2,2,2,2,2,2,2,2,C,D,B,A,A,B,C,C,C,D,A,B,E,B,2,2,2,2,2,2,2,2,2,C,D,B,B,A,D,E,E,B,A,B,2,2,2,2,2,2,2,2,2,2,2,D,B,E,C,B,E,E,2,2,2,2,2,2,2,2,2,2,2,2,A,D,2,2,2
4646,D,B,D,B,B,D,E,D,C,A,E,B,C,C,D,B,D,B,A,D,B,A,C,C,D,B,D,D,B,A,D,E,D,D,B,E,D,B,D,A,B,B,D,D,B,A,E,D,D,C,A,B,C,A,E,A,C,B,D,A,D,C,E,B,B,E,D,C,E,C,E,A,A,D,B,C,D,D,E,A,C,B,A,E,A,A,E,E,B,C,A,C
4647,C,D,D,B,C,B,A,D,C,A,B,D,C,C,D,B,B,D,D,C,E,C,C,E,A,A,D,C,A,D,D,C,C,A,D,C,C,D,B,B,C,B,B,C,A,B,E,A,C,B,D,D,B,E,C,E,C,E,D,D,B,D,A,D,B,A,A,B,E,B,E,B,B,E,B,B,C,B,D,B,B,A,B,A,A,E,E,A,E,A,C,C
4648,C,A,D,B,E,D,E,D,C,D,D,B,A,C,D,A,C,B,C,D,B,D,A,C,E,B,A,D,E,D,D,C,A,A,C,D,A,C,B,D,C,E,A,A,B,C,A,A,C,E,D,D,E,B,B,A,B,E,C,A,A,E,A,E,E,B,D,A,E,C,E,B,A,A,B,C,E,C,D,B,B,A,D,D,A,B,A,A,B,E,B,A
4649,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,C,D,C,D,D,A,D,C,E,B,A,D,E,C,D,C,E,E,A,D,C,E,C,D,B,B,A,A,D,D,C,C,E,A,C,D,C,E,B,A,B,E,A,E,D,E,D,D,C,C,B,D,E,C,E,C,B,A,B,D,C,E,D,B,D,A,B,B,C,D,C,A,B,E,B,B
4650,C,E,D,D,D,A,E,D,C,B,E,C,C,B,C,B,A,A,D,B,A,A,C,A,D,B,D,A,C,B,D,C,E,E,B,D,C,C,C,D,C,B,B,A,E,D,C,D,C,D,D,D,C,B,A,B,D,C,C,D,A,E,A,E,E,B,C,B,A,C,E,C,B,E,B,C,B,C,D,A,C,D,B,B,C,B,C,A,E,A,D,B
4651,C,D,A,B,B,A,D,D,C,A,E,C,E,A,B,B,C,A,A,A,D,B,A,B,E,A,D,A,B,A,B,C,D,A,B,D,D,E,A,A,C,A,C,E,A,C,B,D,B,A,B,E,B,E,E,B,B,C,C,B,A,B,A,B,B,B,C,D,B,C,E,A,A,E,B,E,B,B,A,E,A,D,B,D,D,E,A,A,A,A,C,A
4652,A,E,D,B,E,B,E,D,C,B,E,D,C,D,A,A,D,D,A,D,C,A,D,A,D,B,D,E,E,D,A,C,D,A,D,D,C,B,C,C,A,C,D,B,C,B,C,B,B,D,D,D,D,C,B,D,D,A,D,E,C,A,C,A,B,D,B,D,A,C,E,C,C,A,D,C,E,B,C,C,B,E,B,C,E,A,A,E,A,C,B,E
4653,C,E,D,B,E,D,E,B,C,D,C,C,E,C,B,A,D,D,C,D,A,A,E,C,E,B,A,D,E,C,D,C,B,E,C,A,D,E,B,D,C,C,D,A,A,C,C,D,C,B,C,B,B,E,D,C,B,E,B,A,B,E,A,B,B,A,D,E,D,C,E,B,B,A,E,C,B,E,D,B,C,A,B,B,C,B,E,B,E,E,B,E
4654,B,C,D,C,E,B,E,A,C,B,D,B,C,C,A,A,D,D,A,D,E,E,E,C,E,B,A,E,E,E,D,C,B,D,A,E,D,E,C,D,D,B,B,D,B,D,C,D,D,B,E,B,C,E,C,E,B,A,B,D,B,B,B,E,A,A,D,E,E,C,E,C,A,A,B,C,B,D,C,B,A,B,D,A,E,D,B,E,A,B,D,A
4655,C,E,D,B,E,D,E,D,C,E,D,B,A,C,D,B,C,D,C,A,A,A,D,C,E,A,A,D,E,C,D,C,B,A,C,D,D,A,B,D,C,B,A,A,C,A,B,D,E,E,A,E,C,E,B,A,B,E,D,A,C,A,B,C,B,A,D,D,E,C,E,B,B,A,B,C,E,E,B,E,A,A,D,C,A,E,B,A,A,B,E,A
4656,B,B,D,B,E,A,E,D,B,A,C,C,B,A,E,B,D,E,D,C,C,A,D,C,E,B,E,C,A,B,D,A,B,A,E,D,C,A,C,D,B,D,C,A,B,C,E,A,B,E,C,C,B,E,D,B,B,A,B,E,A,D,C,E,B,C,D,A,E,C,B,A,B,E,B,D,D,E,D,C,A,D,B,E,A,C,D,A,E,D,C,B
4657,C,A,D,B,E,D,E,D,C,A,D,C,D,C,C,B,E,B,B,E,C,A,E,C,E,A,A,C,E,C,D,C,D,E,C,D,B,E,A,D,A,A,A,E,A,C,C,D,B,E,D,E,E,E,B,C,B,E,D,A,A,D,C,C,B,E,D,C,D,C,E,B,B,A,D,D,C,B,E,D,B,A,B,D,A,D,E,E,B,E,C,D
4658,C,E,D,B,B,A,A,A,C,A,E,C,C,C,D,A,D,D,2,2,2,2,2,C,D,B,A,A,E,C,A,C,C,E,2,E,A,E,E,D,C,D,D,E,A,B,C,A,E,B,A,A,E,B,B,D,D,E,D,D,C,B,A,2,B,B,D,A,D,C,E,A,B,E,C,B,C,D,E,E,E,A,B,C,E,D,D,D,B,E,B,A
4659,D,E,D,B,C,E,B,A,C,B,E,C,D,D,D,E,C,D,C,B,A,A,D,E,C,B,A,B,A,B,B,E,C,D,D,B,C,B,B,D,B,A,A,A,B,B,C,A,A,C,A,E,B,E,B,A,B,A,D,E,A,B,B,C,A,B,B,2,D,B,E,E,B,A,C,D,C,B,A,A,B,D,C,E,B,B,D,D,C,D,B,D
4660,C,E,D,B,E,B,E,D,A,E,C,B,B,C,B,E,B,D,C,D,A,A,D,C,E,B,A,D,E,C,D,C,E,E,A,C,B,B,E,B,B,B,D,A,C,D,C,A,D,E,D,D,C,A,B,C,E,C,D,B,*,2,D,B,2,C,B,2,E,C,E,B,B,A,B,C,B,E,C,D,E,B,C,D,B,B,C,D,B,B,D,E
4661,C,A,D,A,E,D,E,D,B,D,A,D,A,D,D,B,D,D,C,B,D,E,A,A,E,B,A,A,C,E,A,D,B,E,A,D,B,C,A,C,B,D,B,C,D,B,B,A,C,D,C,D,B,E,B,C,D,A,E,A,D,C,B,E,A,D,E,C,D,C,B,A,B,E,C,B,D,E,B,C,E,A,E,C,D,A,D,E,E,C,C,C
4662,C,E,D,B,E,D,E,D,C,B,A,D,D,B,C,C,A,D,D,D,A,A,A,C,E,B,D,D,B,A,C,C,B,B,C,E,D,E,E,D,C,B,E,D,B,C,C,D,D,C,D,C,C,E,B,A,D,B,C,B,B,D,A,A,C,C,B,D,E,C,D,E,B,A,C,A,C,B,E,D,B,A,D,D,A,E,A,D,E,C,A,D
4663,C,E,B,A,C,D,C,A,C,A,C,C,A,B,B,B,A,E,D,D,B,A,B,C,D,B,C,B,B,A,B,C,C,E,B,D,B,E,B,D,D,E,D,C,C,B,E,D,B,C,A,C,C,B,A,C,C,E,D,B,D,B,A,C,A,A,C,B,C,C,A,E,B,A,B,D,B,D,D,E,B,A,C,D,A,D,A,A,E,C,A,B
4664,C,E,D,B,E,D,A,D,C,E,D,B,B,D,D,B,C,D,D,A,C,B,E,C,E,E,A,A,E,2,D,C,D,E,C,C,C,E,B,C,C,B,C,D,A,D,E,A,B,E,C,D,D,D,B,A,D,E,B,E,D,B,A,D,A,B,D,D,E,C,E,C,B,A,A,C,B,E,D,B,C,A,D,C,B,D,B,C,D,B,A,D
4665,C,E,D,A,E,D,D,D,C,A,D,E,D,B,B,C,A,A,A,D,B,B,D,E,E,B,D,E,B,E,E,C,A,C,C,D,2,D,A,D,C,B,A,E,A,B,C,D,D,B,C,E,C,B,E,A,B,E,B,E,B,B,E,D,B,B,C,D,E,C,B,D,B,A,2,B,A,B,B,D,C,A,B,C,D,A,B,D,D,D,D,D
4666,C,A,D,B,E,B,E,D,C,D,C,B,B,C,D,A,B,C,C,D,A,C,D,C,E,B,A,D,B,D,B,C,E,A,A,D,E,C,E,B,A,E,A,C,A,C,E,A,D,E,C,D,B,E,A,C,B,E,D,A,A,B,D,B,B,D,D,A,E,B,E,C,B,A,A,C,B,A,D,D,B,A,D,B,A,E,B,E,B,E,C,A
4667,C,E,D,B,E,D,E,D,C,D,C,C,E,C,B,A,D,D,C,D,A,A,D,C,E,B,A,D,E,C,D,D,B,E,C,A,D,E,B,D,C,C,D,A,A,C,C,D,C,B,C,B,B,E,D,C,B,E,B,A,B,E,A,B,B,D,D,2,D,C,E,B,B,A,E,C,B,E,D,B,C,A,B,B,C,B,D,B,B,*,B,E
4668,B,C,E,C,E,B,C,C,B,A,C,B,D,D,D,D,D,A,A,D,B,A,2,A,A,C,D,B,E,D,C,A,C,A,A,E,C,E,C,D,2,C,2,E,E,A,E,D,C,B,D,B,C,B,A,E,B,2,B,D,A,B,A,2,B,E,E,2,B,D,E,D,B,B,B,C,C,D,B,B,B,D,B,C,C,A,E,E,D,B,B,2
4669,C,E,D,C,E,A,E,D,C,E,E,B,C,C,B,B,D,D,C,D,C,A,D,D,E,B,A,C,E,C,C,2,A,A,E,D,C,B,E,D,B,A,E,C,D,A,C,A,E,B,A,E,E,B,C,A,B,2,2,2,*,B,A,D,E,D,C,B,D,B,E,D,B,E,B,C,B,E,A,D,B,C,B,D,E,C,D,2,2,2,2,2
4670,C,E,D,B,E,D,E,C,E,C,E,B,C,D,D,C,D,E,E,E,2,B,D,C,E,B,A,D,B,E,D,E,A,C,E,B,A,D,A,B,E,C,A,A,D,C,C,D,C,B,E,A,B,A,E,C,C,B,C,E,D,B,A,C,A,E,E,B,D,A,E,E,B,A,B,D,E,B,B,D,E,E,A,E,A,C,D,B,B,A,D,B
4671,C,C,D,B,E,D,E,D,C,E,C,D,D,D,D,B,B,B,C,C,C,E,D,C,C,C,B,A,B,B,E,B,B,E,B,B,C,C,C,D,C,D,D,E,A,A,A,A,B,B,C,B,C,B,B,C,A,E,B,E,B,E,B,B,B,B,D,B,C,C,C,A,B,C,C,C,C,C,C,C,C,A,B,B,B,B,B,B,C,C,C,E
4672,E,E,B,A,C,D,C,A,C,D,D,B,C,A,B,B,D,E,D,A,B,E,E,B,C,B,A,B,B,D,C,A,A,B,D,C,D,E,E,A,D,A,E,B,B,D,C,D,D,B,D,D,E,E,A,E,E,E,B,A,C,B,E,C,D,B,C,E,D,E,E,E,A,E,B,B,B,B,B,B,B,2,B,C,D,E,B,A,D,A,C,B
4673,C,E,D,A,B,D,E,D,C,A,C,D,B,D,D,B,D,D,C,B,A,A,C,C,E,C,A,A,E,C,D,C,A,E,D,E,D,C,A,D,C,D,A,A,C,E,C,D,C,D,D,D,C,B,A,B,D,B,B,C,C,E,C,E,D,B,C,B,C,E,D,C,B,E,B,B,A,C,D,A,C,D,C,C,A,D,C,E,A,E,A,B
4674,D,E,B,C,A,B,C,A,C,A,C,E,A,C,D,E,D,D,B,D,E,C,D,A,D,B,A,E,E,B,A,B,D,B,B,C,D,E,B,D,A,B,A,D,C,B,C,A,B,B,C,D,C,B,A,B,B,A,B,D,B,B,C,B,A,C,A,B,E,C,E,D,B,E,D,B,B,E,C,A,A,D,A,C,A,B,E,B,E,A,A,C
4675,C,E,B,B,E,D,C,D,B,A,E,D,E,A,E,E,B,D,D,D,A,B,C,C,E,B,A,D,D,C,D,C,D,D,D,E,D,C,C,D,A,B,A,C,A,D,A,D,E,B,D,D,C,E,A,C,B,D,B,C,C,D,A,A,B,D,D,B,E,C,E,B,B,A,B,C,A,E,D,B,C,A,E,A,C,B,A,A,E,A,E,A
4676,D,E,D,B,E,D,E,D,D,D,2,2,2,2,2,B,2,C,D,C,2,2,2,D,D,A,E,2,E,E,2,C,E,2,C,2,A,E,2,D,2,2,2,A,C,2,E,2,E,2,2,2,2,B,2,C,2,2,2,E,2,B,A,B,B,2,C,2,B,A,E,2,B,A,2,2,2,2,2,2,2,2,E,2,2,2,2,D,E,B,B,C
4677,C,E,D,A,E,A,E,D,A,E,C,B,B,C,D,B,D,D,C,D,A,A,D,C,E,A,A,B,E,E,B,C,B,A,A,D,C,E,B,D,A,A,C,D,A,E,C,C,E,E,C,E,D,E,B,D,B,E,D,B,D,B,B,B,A,B,D,C,E,C,E,B,B,E,A,C,B,A,D,E,C,A,B,D,E,D,B,A,E,E,B,A
4678,C,A,D,B,D,D,E,E,E,C,C,C,C,C,D,A,B,D,E,C,A,D,B,C,E,B,B,D,E,D,B,D,E,E,A,D,B,E,E,D,C,B,A,E,D,C,D,A,E,D,C,C,C,E,B,A,B,E,D,E,D,E,A,D,B,B,D,B,E,C,E,C,B,E,B,C,C,2,D,C,C,A,E,C,C,D,B,C,2,D,C,2
4679,C,E,D,B,E,B,E,D,A,E,C,B,B,C,D,B,C,D,C,D,A,A,D,C,E,B,A,D,E,C,D,C,E,E,A,D,C,C,E,B,D,B,A,A,C,D,C,A,D,E,D,D,C,E,B,A,B,E,D,E,B,E,C,A,A,B,D,C,E,C,E,B,B,A,B,C,B,E,D,C,B,A,B,D,C,D,E,A,C,E,B,A
4680,C,E,D,B,E,D,E,D,C,A,C,C,C,C,D,B,D,D,C,D,A,C,D,C,E,A,E,C,E,B,D,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,C,C,D,E,C,E,E,E,D,A,D,E,D,E,A,D,B,A,B,B,D,E,E,A,E,C,B,B,A,C,B,E,D,D,A,A,B,D,C,B,D,A,B,E,C,A
4681,C,E,D,B,E,D,D,A,C,B,A,C,C,E,D,C,C,D,A,E,D,A,B,C,D,B,D,A,B,C,B,C,A,A,C,D,E,E,C,D,C,E,C,B,A,B,C,D,E,B,A,C,A,B,A,C,D,A,C,B,E,B,D,E,B,A,B,E,E,B,E,B,B,A,C,B,D,E,D,C,B,D,B,A,C,E,A,A,B,E,C,D
4682,C,E,D,C,E,D,E,D,C,E,C,C,D,C,E,B,D,C,B,D,B,E,B,C,E,B,A,D,E,C,D,C,E,E,A,D,C,E,2,D,E,B,A,A,A,D,C,A,C,E,A,E,C,E,E,A,B,E,D,E,B,B,A,A,D,B,D,D,E,C,E,B,B,A,C,B,D,B,D,E,C,B,E,B,D,A,E,C,B,D,A,E
4683,C,E,D,D,C,D,E,D,C,E,C,C,B,C,D,E,D,D,D,A,B,C,D,A,D,B,A,E,C,A,D,C,A,E,C,B,B,C,B,B,D,A,C,E,C,A,C,D,D,E,A,E,C,E,E,B,B,A,B,E,A,D,A,C,B,A,A,D,D,C,E,D,B,B,A,B,C,D,E,A,B,A,A,D,D,C,B,A,D,C,B,E
4684,A,D,E,A,B,A,C,A,C,B,A,C,D,D,D,D,C,B,D,B,E,A,D,E,B,A,D,A,D,C,B,D,D,C,D,D,B,E,D,D,B,C,E,C,A,D,B,C,B,B,C,B,C,B,C,E,E,A,D,D,B,D,A,C,D,C,E,A,E,C,E,E,B,B,D,E,E,C,D,E,C,A,E,B,D,A,C,B,C,A,A,E
4685,C,E,A,A,E,D,E,D,D,C,C,B,B,C,D,C,C,D,C,D,A,A,D,C,E,B,A,D,B,A,D,C,E,E,A,C,C,C,D,D,E,B,2,D,2,C,C,C,D,E,D,B,C,E,E,A,B,A,B,C,A,E,C,A,A,A,D,E,D,E,E,B,B,E,B,C,E,E,A,E,C,B,E,D,D,C,2,2,2,2,2,2
4686,A,E,B,C,E,D,2,D,C,A,A,C,2,A,C,C,C,E,A,E,E,E,D,C,A,C,B,C,E,B,A,A,D,E,A,D,D,E,E,D,B,B,C,E,B,E,C,D,D,E,A,D,C,E,B,A,B,B,C,A,B,D,B,A,B,B,D,E,D,C,E,D,B,A,B,C,B,A,D,D,A,A,A,C,D,D,C,D,B,E,C,D
4687,C,A,C,B,D,C,A,E,C,D,A,C,D,B,C,B,C,D,A,D,C,B,A,C,B,B,A,D,E,C,D,C,E,E,A,D,D,C,E,B,A,B,C,D,C,D,C,A,D,A,C,D,C,E,A,A,B,E,D,E,D,B,A,A,B,E,A,D,E,C,E,A,B,A,B,C,B,E,D,E,C,A,B,D,C,D,B,B,A,A,B,C
4688,C,E,D,D,A,B,E,A,A,D,C,C,C,C,D,D,C,C,A,D,D,D,B,C,E,B,A,B,B,A,D,B,C,A,C,D,B,C,B,D,D,B,C,D,D,B,B,C,C,B,C,D,E,E,A,C,B,B,C,E,B,D,D,B,C,B,D,A,E,D,E,B,B,A,C,A,B,E,B,E,B,A,B,E,C,D,B,E,E,E,B,B
4689,C,E,D,B,E,D,E,D,A,E,C,B,B,C,D,B,B,B,C,A,D,A,B,C,E,B,D,D,E,C,D,A,E,E,A,D,A,E,E,D,D,B,C,A,C,C,C,A,E,A,D,E,C,E,B,A,B,E,C,E,C,D,D,A,A,B,A,E,E,C,E,B,B,A,B,A,B,E,D,E,B,A,B,D,D,B,B,A,B,E,B,A
4690,C,C,D,B,D,D,E,D,C,D,D,D,C,A,D,B,C,D,B,2,A,A,2,C,E,A,E,E,B,C,D,2,D,C,C,C,E,B,B,B,B,B,2,E,D,D,C,D,E,A,D,C,D,E,A,C,B,C,E,D,A,D,D,A,A,A,D,B,B,B,E,B,B,B,B,D,B,E,D,A,C,A,B,E,C,D,B,E,D,E,B,A
4691,C,E,D,B,E,A,E,D,D,C,D,B,B,C,D,B,C,B,C,D,A,A,D,C,E,B,A,D,E,A,D,A,E,E,A,E,C,E,E,B,2,B,A,A,E,E,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,C,E,B,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
4692,C,E,D,B,E,D,E,E,C,E,C,B,B,C,D,B,B,D,C,D,A,2,A,C,E,B,A,D,E,C,D,2,B,A,A,C,2,E,E,B,2,B,C,A,2,B,C,D,D,E,C,E,C,E,B,A,D,E,D,E,C,E,2,B,2,2,2,2,E,C,E,C,B,B,B,C,B,E,B,E,C,A,E,D,C,A,E,2,2,2,2,2
4693,C,E,D,B,E,D,E,D,A,E,C,E,D,C,D,E,C,C,B,A,D,B,E,C,E,B,A,D,E,C,D,C,E,D,C,D,A,E,B,B,C,B,A,A,C,D,C,A,D,A,E,E,C,E,B,C,B,E,E,A,C,A,E,A,B,B,D,C,E,C,E,C,B,E,B,C,B,E,B,C,C,A,B,C,C,D,B,A,B,E,E,C
4694,C,B,A,B,2,B,E,2,B,E,D,B,B,B,D,B,D,B,A,D,B,A,B,A,E,B,B,B,A,C,E,A,C,B,E,A,C,D,A,B,B,C,C,A,A,B,C,D,B,E,A,D,E,E,E,B,B,E,2,E,A,E,D,B,D,C,E,B,D,C,E,B,B,A,C,E,B,C,2,A,B,B,D,C,D,A,B,A,A,E,B,A
4695,C,E,D,B,E,D,E,D,B,C,E,B,B,C,D,B,B,D,C,D,A,A,D,C,E,B,A,E,D,D,E,A,C,A,B,D,D,E,E,D,B,B,E,D,B,C,E,C,C,E,D,D,C,E,A,C,D,E,B,B,C,C,B,A,B,D,A,D,D,E,B,D,B,B,A,C,B,D,A,B,C,C,E,A,A,D,D,B,C,A,D,B
4696,C,E,D,D,E,E,E,A,A,B,A,A,A,A,B,C,E,D,D,D,B,A,E,C,E,D,E,E,E,E,D,C,D,C,A,D,D,D,E,D,A,A,A,A,C,B,C,C,E,E,D,C,C,E,D,C,B,C,D,E,B,E,A,E,A,D,D,C,E,C,E,E,A,E,A,A,A,B,C,E,D,A,B,D,D,A,E,C,A,D,B,C
4697,C,E,B,B,E,A,E,A,C,D,D,E,C,C,D,B,C,D,2,2,2,2,2,A,E,A,A,D,B,C,D,C,D,A,B,D,C,A,C,B,D,A,E,D,A,A,C,A,D,E,A,D,B,A,D,C,D,E,A,E,A,C,D,A,D,D,D,B,E,C,E,B,B,B,E,C,B,E,D,B,A,A,E,C,C,B,A,A,E,E,2,2
4698,C,E,D,D,E,C,E,B,C,E,C,B,E,D,B,B,D,A,B,D,C,B,D,B,D,B,E,B,D,D,E,C,D,D,A,D,A,C,C,D,B,D,B,D,D,D,C,D,B,B,D,C,C,A,B,A,B,D,A,B,D,E,B,D,A,E,D,A,D,B,C,B,B,E,C,B,A,A,D,B,C,B,A,D,D,C,A,A,A,A,B,D
4699,C,E,D,B,E,D,E,D,C,D,D,B,B,C,D,B,D,D,C,D,A,D,B,C,D,B,D,A,D,E,D,C,B,C,A,E,E,E,2,B,2,B,A,A,C,E,C,D,D,E,A,D,C,C,B,A,B,E,D,E,A,B,E,C,B,D,B,E,E,C,E,C,B,E,2,C,D,2,D,C,2,E,B,C,D,B,E,D,2,E,A,D
4700,C,E,D,B,E,D,E,D,C,A,C,C,B,C,D,B,B,D,B,D,A,A,B,C,E,B,A,D,E,C,D,C,E,E,A,E,C,E,E,D,C,B,A,D,C,D,C,A,E,E,D,D,B,A,E,A,B,E,D,B,A,D,A,A,A,D,D,A,E,C,E,B,B,A,B,C,B,E,D,E,C,A,B,D,E,D,D,E,B,2,B,2
4701,C,E,D,A,E,D,E,D,A,E,C,B,D,A,D,B,C,D,C,D,A,A,B,C,B,E,C,C,A,C,D,C,E,E,A,B,D,D,B,E,A,D,A,A,E,C,B,A,C,A,D,D,C,E,B,C,C,E,B,E,B,B,A,C,D,B,D,E,D,C,E,D,B,A,B,B,E,E,D,D,B,A,E,B,A,A,D,D,C,C,A,D
4702,B,E,D,A,E,D,E,B,A,A,A,A,A,A,D,A,D,B,A,A,A,A,A,C,E,B,A,A,A,B,A,A,A,E,D,C,B,E,A,D,A,A,B,E,A,A,B,A,B,E,E,2,B,B,A,D,B,B,C,D,A,D,D,2,B,C,A,A,D,C,D,A,A,E,A,A,A,A,A,A,A,A,B,C,A,A,A,A,A,A,C,A
4703,C,A,C,E,B,D,E,D,A,D,D,D,B,B,D,A,B,2,A,C,C,C,D,C,E,B,E,B,E,A,D,2,D,C,D,D,A,E,C,E,B,E,B,D,A,D,C,D,D,B,A,D,B,B,B,B,B,B,C,E,D,B,A,B,B,C,B,D,E,C,E,B,C,D,B,C,C,C,D,C,C,A,B,C,D,C,B,E,A,A,A,2
4704,C,E,D,B,E,D,2,D,B,E,E,E,C,C,D,B,D,D,C,C,C,C,C,B,E,A,A,E,D,E,C,C,D,B,C,D,B,C,D,C,A,A,A,A,A,A,E,B,D,C,D,E,C,B,E,A,B,C,C,A,C,C,C,C,C,C,C,C,C,E,B,A,D,E,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
4705,C,E,D,B,E,D,B,D,D,E,C,C,B,C,A,B,C,D,C,B,B,D,E,A,E,A,A,E,E,C,C,C,B,C,D,C,B,C,A,D,D,B,C,A,C,A,E,D,E,C,A,C,C,E,B,C,B,E,D,E,D,D,A,C,B,A,D,B,E,C,E,E,B,E,B,B,B,B,A,A,C,B,C,E,A,D,D,A,E,E,B,A
4706,D,E,B,D,D,B,E,C,E,B,D,C,C,E,B,A,C,D,C,A,D,A,E,B,B,B,*,B,B,B,D,C,D,C,E,B,A,C,D,E,B,A,D,B,B,E,E,A,E,B,D,B,C,E,B,D,B,D,B,E,C,B,D,A,A,E,D,2,E,B,E,C,B,A,D,B,E,B,D,B,A,C,D,B,E,E,C,A,E,B,C,D
4707,D,E,D,B,E,D,D,D,A,E,C,B,C,C,B,B,E,D,C,D,A,A,D,C,E,B,A,D,E,D,D,A,E,E,A,D,C,C,E,B,C,B,A,A,C,D,C,A,D,E,C,D,D,E,B,A,B,E,D,E,D,B,A,A,A,B,D,B,C,C,E,C,B,E,C,C,B,E,D,E,C,A,B,C,C,D,B,A,B,E,B,B
4708,C,E,D,B,E,D,A,D,A,A,D,D,B,A,C,C,2,A,2,2,2,2,2,A,D,B,D,2,B,B,C,C,B,C,B,D,B,E,2,2,2,2,2,2,2,2,E,C,C,C,D,C,2,2,2,A,2,C,B,B,A,E,A,B,B,E,C,E,D,A,C,E,B,E,2,2,B,2,2,D,C,A,E,B,D,A,D,B,E,B,A,D
4709,C,E,B,A,E,E,E,D,A,E,C,E,D,E,2,2,2,2,D,A,E,D,E,A,A,B,D,2,A,A,A,C,D,E,2,D,2,E,E,E,2,C,2,A,B,A,A,A,C,B,A,B,C,C,A,D,B,2,B,A,B,B,2,2,D,2,B,2,C,C,E,E,B,E,B,D,B,E,B,D,A,2,2,2,2,2,2,D,2,E,A,D
4710,C,A,C,E,B,D,E,D,B,D,E,B,D,D,D,B,C,A,A,B,2,A,D,C,E,B,E,C,E,A,D,C,D,D,A,D,A,E,B,C,A,D,A,B,2,2,C,D,D,B,A,D,C,A,D,A,B,E,C,B,A,B,B,B,B,E,2,C,E,C,E,B,C,A,B,E,B,E,A,E,A,C,B,C,A,D,B,A,B,A,2,2
4711,C,E,C,B,E,C,E,D,A,A,D,B,C,B,D,B,E,C,C,C,C,C,C,C,E,B,C,A,B,C,C,C,D,B,A,A,E,C,D,B,C,D,D,E,C,C,C,A,C,A,D,B,C,B,B,A,B,C,B,E,A,D,B,A,B,B,B,B,E,C,A,C,B,E,B,B,B,A,A,D,D,A,D,D,D,A,B,A,E,E,D,2
4712,B,C,E,B,D,C,A,A,A,E,D,B,D,C,E,B,2,A,D,E,B,C,A,B,C,E,A,D,C,E,A,B,B,D,B,A,E,C,D,D,C,A,A,E,C,B,D,B,A,B,D,A,E,E,C,C,A,2,B,D,E,B,A,C,C,C,E,E,A,D,B,B,D,E,A,E,B,C,C,A,C,D,E,A,B,E,C,D,D,B,A,E
